Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_0,BusinessTravel_1,BusinessTravel_2,Department_0,Department_1,Department_2,EducationField_0,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,Gender_0,Gender_1,JobRole_0,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,OverTime_0,OverTime_1,Expected_tenure
28.0,257.12,3.0,3.0,4.0,93.0,3.0,3.0,2.0,4190.6,4574.6,0.0,17.0,3.0,2.0,3.0,10.0,6.4643999999999995,2.0,9.0,1.0,7.0,0.0,0.69288,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.75
46.0,406.0,3.0,1.0,1.0,52.0,3.0,4.0,3.0,13318.3,11449.3,3.0,12.0,3.0,4.0,1.0,23.0,6.31736,3.0,12.0,4.0,9.0,0.0,0.82934,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0
38.0,130.0,2.0,2.0,4.0,32.0,3.0,3.0,2.0,7351.0,20619.0,7.0,16.0,3.0,3.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
43.0,393.26,27.0,3.0,3.0,83.0,3.0,3.0,1.0,7376.3,8091.3,8.0,11.0,3.0,3.0,1.0,18.0,4.4437,3.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.01
40.0,1308.0,14.0,3.0,3.0,44.0,2.0,5.0,3.0,19626.0,17544.0,1.0,14.0,3.0,1.0,0.0,21.0,2.0,4.0,20.0,4.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0
21.0,296.4,1.0,1.0,4.0,70.0,2.0,1.0,2.0,7.199999999999818,21888.0,1.0,11.0,3.0,3.0,0.27504,2.0,6.0,4.0,2.0,2.0,2.0,0.0,0.6876,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.07
39.0,439.0,9.0,3.0,3.0,70.0,3.0,2.0,2.0,6782.0,8770.0,9.0,15.0,3.0,3.0,0.0,9.0,2.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.2176141979875315
36.0,217.0,18.0,4.0,1.0,78.0,3.0,2.0,4.0,7779.0,23238.0,2.0,20.0,4.0,1.0,0.0,18.0,0.0,3.0,11.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0
31.0,1.7000000000000455,20.0,3.0,3.0,67.0,4.0,1.0,4.0,417.0999999999999,18024.5,0.0,12.0,3.0,1.0,1.0,3.0,6.3739,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.358334935448098
28.0,919.74,2.0,1.0,1.0,67.0,2.0,1.0,2.0,544.6999999999998,20442.26,0.0,17.0,3.0,1.0,0.0,6.0,3.5937799999999998,1.0,5.0,0.0,4.0,0.0,0.212504,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
35.0,429.0,11.0,2.0,4.0,54.0,3.0,2.0,4.0,1203.0,14735.0,1.0,11.0,3.0,4.0,1.0,5.0,6.765000000000001,3.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
49.0,174.0,8.0,4.0,4.0,56.0,2.0,4.0,2.0,9802.7,8561.7,6.0,17.0,3.0,2.0,1.0,22.0,6.3172999999999995,3.0,9.0,2.0,3.0,0.0,0.530768,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0
34.0,425.6,2.0,2.0,4.0,95.0,3.0,2.0,3.0,1146.0,12947.0,2.0,11.0,3.0,4.0,0.5774,5.0,5.8870000000000005,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
29.0,490.0,10.0,3.0,4.0,61.0,3.0,1.0,2.0,193.32000000000016,14067.9,0.0,14.0,3.0,4.0,2.0,8.0,5.8721,2.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
42.0,188.0,29.0,3.0,2.0,56.0,1.0,2.0,4.0,4272.0,9558.0,4.0,19.0,3.0,1.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
29.0,108.74000000000001,8.0,1.0,2.0,79.0,2.0,2.0,4.0,2009.6999999999998,14642.7,1.0,15.0,3.0,3.0,1.0,10.0,5.0463000000000005,2.0,10.0,1.0,2.0,0.0,0.60926,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0
38.0,107.38,1.0,3.0,3.0,37.0,4.0,1.0,3.0,1215.9,4375.9,1.0,13.0,3.0,4.0,1.0,7.0,3.6281,4.0,7.0,5.0,0.0,0.0,0.32562,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
28.0,21.720000000000027,6.0,3.0,3.0,39.0,2.0,1.0,3.0,449.15999999999985,18331.6,1.0,14.0,3.0,4.0,1.0,3.0,5.7564,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
41.0,167.0,12.0,4.0,2.0,46.0,3.0,1.0,4.0,2467.6,6752.6,3.0,11.0,3.0,1.0,1.0,6.0,6.2984,3.0,1.0,0.0,0.0,0.0,0.367744,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
37.0,367.0,25.0,2.0,3.0,52.0,2.0,2.0,4.0,2204.1,13644.1,7.0,13.0,3.0,3.0,2.0,9.0,5.5268999999999995,3.0,6.0,1.0,3.0,0.0,0.564304,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
27.0,199.0,6.0,3.0,4.0,55.0,2.0,1.0,3.0,970.2,6381.2,1.0,13.0,3.0,3.0,1.0,4.0,1.5688,3.0,4.0,2.0,2.0,0.0,0.251008,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.185265624826056
34.0,124.55999999999995,9.0,1.0,2.0,70.0,3.0,2.0,3.0,4119.7,4553.5599999999995,1.0,20.0,4.0,1.0,0.255088,6.0,4.5943000000000005,2.0,6.0,1.0,3.0,0.0,0.255088,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
35.0,528.0,8.0,4.0,3.0,100.0,3.0,1.0,3.0,3206.2799999999997,5712.1,1.0,17.0,3.0,2.0,0.27918,6.0,2.8375399999999997,1.0,5.0,1.0,4.0,0.0,0.055836,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.03
40.0,593.0,9.0,4.0,2.0,88.0,3.0,3.0,3.0,9911.6,10194.6,9.0,17.0,3.0,3.0,0.573984,20.0,6.587400000000001,2.0,18.0,2.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0
42.0,204.8,4.0,4.0,2.0,45.0,3.0,2.0,1.0,4049.5,1810.8,7.0,13.0,3.0,4.0,0.17688,9.0,3.2211,4.0,6.0,1.0,5.0,0.0,0.17688,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.032294101917552
35.0,450.4,1.0,4.0,4.0,58.0,2.0,1.0,3.0,131.5999999999999,13682.0,6.0,12.0,3.0,2.0,1.0,10.0,4.6579999999999995,3.0,8.0,1.0,7.0,0.0,0.42528,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
24.0,477.0,24.0,3.0,4.0,49.0,3.0,1.0,2.0,3597.0,6409.0,8.0,22.0,4.0,4.0,0.0,6.0,2.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
26.0,335.0,3.0,4.0,1.0,82.0,4.0,1.0,4.0,1797.5,10798.5,1.0,22.0,4.0,2.0,1.0,8.0,4.6225000000000005,3.0,8.0,0.0,7.0,0.0,0.5245,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0
30.0,126.55999999999995,10.0,3.0,3.0,72.0,2.0,2.0,3.0,4764.4,892.4000000000001,1.0,18.0,3.0,1.0,1.0,10.0,4.8136,3.0,10.0,1.0,4.0,0.0,0.36272,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0
40.0,111.46000000000004,26.0,2.0,3.0,92.0,2.0,2.0,4.0,469.3000000000002,17250.3,3.0,13.0,3.0,4.0,1.0,16.0,6.9527,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
35.0,65.38,2.0,3.0,3.0,44.0,2.0,3.0,2.0,6505.9,15819.9,2.0,18.0,3.0,2.0,1.0,15.0,5.7681000000000004,4.0,7.0,6.0,4.0,0.0,0.75362,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.03435433322616
34.0,669.0,1.0,3.0,4.0,97.0,2.0,2.0,1.0,1366.3000000000002,21778.3,0.0,20.0,4.0,3.0,0.636272,14.0,6.9767,3.0,13.0,4.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.375
35.0,636.0,4.0,4.0,4.0,47.0,2.0,1.0,4.0,714.04,22382.1,1.0,13.0,3.0,2.0,1.0,2.0,6.1549,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0561057134125917
32.0,129.27999999999997,2.0,1.0,3.0,76.0,3.0,1.0,1.0,628.8400000000001,11283.4,1.0,12.0,3.0,3.0,3.0,1.0,6.663600000000001,3.0,1.0,0.0,0.0,1.0,0.439632,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2803837925729251
56.0,718.0,4.0,4.0,4.0,92.0,3.0,5.0,1.0,15319.4,13951.4,4.0,13.0,3.0,4.0,1.0,28.0,6.6236,3.0,5.0,4.0,2.0,0.0,0.739776,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
29.0,583.52,6.0,1.0,2.0,54.0,3.0,1.0,4.0,678.56,22254.6,1.0,13.0,3.0,1.0,1.0,10.0,6.6349599999999995,3.0,10.0,0.0,8.0,0.0,0.81748,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0
19.0,70.24000000000001,9.0,2.0,3.0,54.0,3.0,1.0,1.0,1115.1,6022.48,1.0,25.0,4.0,3.0,0.057476,1.0,5.4369,3.0,1.0,0.0,0.0,0.0,0.28738,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0493390436172432
45.0,135.6400000000001,7.0,3.0,1.0,83.0,3.0,1.0,3.0,1173.6,16796.6,4.0,19.0,3.0,3.0,1.0,7.0,5.3034,2.0,3.0,0.0,2.0,0.0,0.66068,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0170749050524566
37.0,0.5199999999999818,1.0,3.0,4.0,56.0,2.0,2.0,4.0,4032.8,7519.8,1.0,13.0,3.0,2.0,1.0,14.0,4.4412,2.0,14.0,3.0,11.0,0.0,0.48824,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.335183792987394
20.0,805.0,3.0,3.0,1.0,87.0,2.0,1.0,3.0,3033.0,12828.0,1.0,12.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.025690375757563
53.0,233.62,7.0,2.0,4.0,50.0,3.0,5.0,3.0,13659.1,13693.1,3.0,18.0,3.0,2.0,1.0,26.0,6.98938,3.0,7.0,4.0,7.0,0.0,0.98938,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0
29.0,201.14,15.0,1.0,2.0,69.0,1.0,1.0,4.0,686.28,23228.7,0.0,18.0,3.0,1.0,1.0,6.0,5.7043,2.0,5.0,1.0,3.0,0.0,0.296344,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
46.0,3183.88,2.0,3.0,3.0,69.0,3.0,4.0,1.0,15266.119999999999,20533.239999999998,8.0,23.0,4.0,1.0,0.712752,28.0,1.10906,3.0,26.0,15.0,9.0,0.0,0.178188,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0
44.0,111.0,17.0,3.0,4.0,74.0,1.0,1.0,3.0,2290.0,4279.0,2.0,13.0,3.0,4.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07
33.0,147.0,2.0,3.0,2.0,99.0,3.0,1.0,3.0,1682.4,6511.4,1.0,13.0,3.0,4.0,1.0,5.0,3.9176,3.0,5.0,1.0,4.0,0.0,0.306816,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
30.0,596.28,29.0,4.0,3.0,61.0,3.0,2.0,1.0,451.4000000000001,9528.4,8.0,19.0,3.0,3.0,3.0,8.0,6.663600000000001,3.0,4.0,0.0,3.0,0.0,0.73272,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.3050479918326867
40.0,124.98000000000002,2.0,4.0,2.0,62.0,3.0,2.0,2.0,90.92000000000007,20144.9,5.0,12.0,3.0,4.0,3.0,5.0,6.23608,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
50.0,585.66,2.0,3.0,4.0,30.0,3.0,4.0,1.0,13679.3,5313.3,2.0,22.0,4.0,3.0,1.0,32.0,6.34136,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
28.0,502.52,19.0,4.0,4.0,78.0,2.0,1.0,1.0,490.0799999999999,9066.6,1.0,12.0,3.0,3.0,3.0,6.0,5.3824000000000005,3.0,6.0,3.0,3.0,0.0,0.541184,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0
46.0,682.4,15.0,2.0,4.0,52.0,3.0,5.0,2.0,15243.0,7011.0,5.0,11.0,3.0,1.0,1.0,25.0,5.838,3.0,4.0,0.0,3.0,0.0,0.7676,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
35.0,393.94000000000005,17.0,4.0,3.0,94.0,3.0,2.0,1.0,4130.7,16190.7,3.0,15.0,3.0,4.0,3.0,15.0,6.8353,3.0,7.0,1.0,7.0,0.0,0.96706,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
33.0,202.39999999999998,25.0,3.0,2.0,82.0,3.0,2.0,3.0,2180.0,2546.0,1.0,12.0,3.0,1.0,1.0,10.0,5.359,2.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
36.0,136.08000000000004,6.0,4.0,3.0,60.0,1.0,1.0,3.0,788.7,4912.7,1.0,14.0,3.0,3.0,1.0,7.0,5.9523,3.0,7.0,1.0,7.0,0.0,0.39046,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0
30.0,159.94000000000005,7.0,4.0,3.0,49.0,3.0,2.0,3.0,25.699999999999818,7843.7,1.0,13.0,3.0,1.0,3.0,10.0,6.77224,2.0,10.0,8.0,9.0,0.0,0.69306,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.102617721530956
44.0,509.7,29.0,4.0,4.0,32.0,3.0,2.0,4.0,2992.5,6195.5,1.0,25.0,4.0,2.0,0.18582,20.0,4.2387999999999995,3.0,20.0,13.0,17.0,0.0,0.12388,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.853311816034108
20.0,654.0,21.0,3.0,3.0,43.0,4.0,1.0,4.0,2678.0,5050.0,1.0,17.0,3.0,4.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
46.0,150.0,2.0,4.0,4.0,60.0,3.0,2.0,4.0,4082.8,14136.8,2.0,11.0,3.0,3.0,1.0,12.0,6.2962,2.0,6.0,1.0,4.0,0.0,0.527392,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
42.0,179.0,2.0,5.0,4.0,79.0,4.0,2.0,1.0,3541.1,10127.1,7.0,16.0,3.0,1.0,1.0,10.0,5.7309,4.0,4.0,0.0,3.0,1.0,0.436944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.096283749916857
60.0,199.82,7.0,4.0,2.0,52.0,4.0,2.0,4.0,2739.1,8412.1,0.0,18.0,3.0,2.0,1.0,12.0,5.4809,3.0,11.0,1.0,9.0,0.0,0.49618,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0224366764656585
32.0,116.0,13.0,3.0,3.0,77.0,2.0,1.0,2.0,524.0,5112.0,1.0,20.0,4.0,3.0,1.0,2.0,4.218999999999999,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.125
32.0,63.83999999999992,2.0,2.0,4.0,38.0,3.0,2.0,3.0,3432.8,772.8,4.0,14.0,3.0,4.0,0.31304,10.0,3.5652,3.0,8.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
36.0,363.0,1.0,3.0,3.0,77.0,1.0,3.0,1.0,8067.0,2050.0,2.0,21.0,4.0,3.0,1.0,17.0,4.1850000000000005,3.0,7.0,7.0,7.0,0.0,0.3496,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.063576105174068
33.0,117.0,9.0,3.0,1.0,60.0,3.0,1.0,4.0,860.0999999999999,4390.1,0.0,13.0,3.0,2.0,1.0,15.0,6.9209,3.0,14.0,4.0,10.0,0.0,0.307344,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0
40.0,107.0,10.0,3.0,2.0,84.0,2.0,2.0,2.0,4297.0,9036.0,7.0,12.0,3.0,2.0,1.0,7.0,4.555,4.0,5.0,1.0,3.0,0.0,0.4088,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
